hex,dec,message
801311B4,2148733364,"TLBX_S_DUPLICATE_DISPID: Typelib export: duplicate dispid found; ignored."
801311B5,2148733365,"TLBX_E_ENUM_VALUE_INVALID: Typelib export: The enum value is not legal for a typelib."
801311B6,2148733366,"TLBX_E_DUPLICATE_IID: Typelib export: Duplicate IID"
801311B7,2148733367,"TLBX_E_NO_NESTED_ARRAYS: Tyeplib export: detected nested arrays."
801311B8,2148733368,"TLBX_E_PARAM_ERROR_NAMED: Typelib import: param type couldn't be converted."
801311B9,2148733369,"TLBX_E_PARAM_ERROR_UNNAMED: Typelib import: param type couldn't be converted -- param name unknown."
801311BA,2148733370,"TLBX_E_AGNOST_SIGNATURE: TypeLib export: size agnostic element in signature."
801311BB,2148733371,"TLBX_E_CONVERT_FAIL: TypeLib export: exporter failed."
801311BC,2148733372,"TLBX_W_DUAL_NOT_DISPATCH: Typelib import: [dual] interface not derived from IDispatch."
801311BD,2148733373,"TLBX_E_BAD_SIGNATURE: Typelib export: unconvertable signature (use specific error for reporting!)"
801311BE,2148733374,"TLBX_E_ARRAY_NEEDS_NT_FIXED: Typelib export: non-fixed/non-safearray array in struct"
801311BF,2148733375,"TLBX_E_CLASS_NEEDS_NT_INTF: Typelib export: non-interface class in struct"
801311C0,2148733376,"META_E_CA_INVALID_TARGET: Known custom attribute on invalid target."
801311C1,2148733377,"META_E_CA_INVALID_VALUE: Known custom attribute had invalid value."
801311C2,2148733378,"META_E_CA_INVALID_BLOB: Known custom attribute blob is bad format."
801311C3,2148733379,"META_E_CA_REPEATED_ARG: Known custom attribute blob has repeated named argument."
801311C4,2148733380,"META_E_CA_UNKNOWN_ARGUMENT: Known custom attrubte named arg not recognized."
801311C5,2148733381,"META_E_CA_VARIANT_NYI: Known attribute named argument doesn't support variant."
801311C6,2148733382,"META_E_CA_ARRAY_NYI: Known attribute named argument doesn't support array."
801311C7,2148733383,"META_E_CA_UNEXPECTED_TYPE: Known attribute parser found unexpected type."
801311C8,2148733384,"META_E_CA_INVALID_ARGTYPE: Known attribute parser only handles fields -- no properties."
801311C9,2148733385,"META_E_CA_INVALID_ARG_FOR_TYPE: Known attribute parser found an argument that is invalid for the object it is applied to."
801311CA,2148733386,"META_E_CA_INVALID_UUID: The format of the UUID was invalid."
801311CB,2148733387,"META_E_CA_INVALID_MARSHALAS_FIELDS: The MarshalAs attribute has fields set that are not valid for the specified unmanaged type."
801311CC,2148733388,"META_E_CA_NT_FIELDONLY: The specified unmanaged type is only valid on fields."
801311CD,2148733389,"META_E_CA_NEGATIVE_PARAMINDEX: The parameter index cannot be negative."
801311CE,2148733390,"META_E_CA_NEGATIVE_MULTIPLIER: The multiplier cannot be negative."
801311CF,2148733391,"META_E_CA_NEGATIVE_CONSTSIZE: The constant size cannot be negative."
801311D0,2148733392,"META_E_CA_FIXEDSTR_SIZE_REQUIRED: A fixed string requires a size."
801311D1,2148733393,"META_E_CA_CUSTMARSH_TYPE_REQUIRED: A custom marshaler requires the custom marshaler type."
801311D2,2148733394,"META_E_CA_FILENAME_REQUIRED: A DllImport attribute requires a filename."
80131200,2148733440,"VLDTR_S_WRN: Warnings found in the validator."
80131201,2148733441,"VLDTR_S_ERR: Errors found in the validator."
80131202,2148733442,"VLDTR_S_WRNERR: Warnings and errors found in the validator."
80131203,2148733443,"VLDTR_E_RID_OUTOFRANGE: Rid is out of range."
80131204,2148733444,"VLDTR_E_CDTKN_OUTOFRANGE: Coded token type is out of range."
80131205,2148733445,"VLDTR_E_CDRID_OUTOFRANGE: Coded rid is out of range."
80131206,2148733446,"VLDTR_E_STRING_INVALID: String offset is invalid."
80131207,2148733447,"VLDTR_E_GUID_INVALID: GUID offset is invalid."
80131208,2148733448,"VLDTR_E_BLOB_INVALID: Blob offset if invalid."
80131209,2148733449,"VLDTR_E_MOD_MULTI: Multiple module records found."
8013120A,2148733450,"VLDTR_E_MOD_NULLMVID: Module has null MVID."
8013120B,2148733451,"VLDTR_E_TR_NAMENULL: TypeRef name is NULL."
8013120C,2148733452,"VLDTR_E_TR_DUP: TypeRef has a dup."
8013120D,2148733453,"VLDTR_E_TD_NAMENULL: TypeDef name is NULL."
8013120E,2148733454,"VLDTR_E_TD_DUPNAME: TypeDef has a dup based on name+namespace."
8013120F,2148733455,"VLDTR_E_TD_DUPGUID: TypeDef has a dup based on GUID."
80131210,2148733456,"VLDTR_E_TD_NOTIFACEOBJEXTNULL: TypeDef that's not an Interface and not System.Object extends nil parent."
80131211,2148733457,"VLDTR_E_TD_OBJEXTENDSNONNULL: System.Object extends a non-nil parent."
80131212,2148733458,"VLDTR_E_TD_EXTENDSSEALED: TypeDef extends sealed class."
80131213,2148733459,"VLDTR_E_TD_DLTNORTSPCL: TypeDef is Deleted but not marked with RTSpecialName."
80131214,2148733460,"VLDTR_E_TD_RTSPCLNOTDLT: TypeDef is marked RTSpecialName, but is not a Deleted record."
80131215,2148733461,"VLDTR_E_MI_DECLPRIV: MethodImpl's Decl is private"
80131216,2148733462,"VLDTR_E_AS_BADNAME: Assembly [Ref] name has path and/or extension."
80131217,2148733463,"VLDTR_E_FILE_SYSNAME: File has a system name (con, com, aux, etc.)."
80131218,2148733464,"VLDTR_E_MI_BODYSTATIC: MethodImpl's body is static."
80131219,2148733465,"VLDTR_E_TD_IFACENOTABS: TypeDef is marked Interface but not Abstract."
8013121A,2148733466,"VLDTR_E_TD_IFACEPARNOTNIL: TypeDef is marked Interface but parent is not Nil."
8013121B,2148733467,"VLDTR_E_TD_IFACEGUIDNULL: TypeDef is marked Interface but GUID is NULL."
8013121C,2148733468,"VLDTR_E_MI_DECLFINAL: TMethodImpl's Decl is final."
8013121D,2148733469,"VLDTR_E_TD_VTNOTSEAL: TypeDef is marked ValueType but not marked Sealed."
8013121E,2148733470,"VLDTR_E_PD_BADFLAGS: Param has extra bits in flags."
8013121F,2148733471,"VLDTR_E_IFACE_DUP: InterfaceImpl has a dup."
80131220,2148733472,"VLDTR_E_MR_NAMENULL: MemberRef name is NULL."
80131221,2148733473,"VLDTR_E_MR_VTBLNAME: MemberRef has an invalid name, _VtblGap*."
80131222,2148733474,"VLDTR_E_MR_DELNAME: MemberRef has an invalid name, _Deleted*."
80131223,2148733475,"VLDTR_E_MR_PARNIL: MemberRef parent Nil in a PE file."
80131224,2148733476,"VLDTR_E_MR_BADCALLINGCONV: MemberRef has invalid calling convention."
80131225,2148733477,"VLDTR_E_MR_NOTVARARG: MemberRef has Method parent but calling convention is not VARARG."
80131226,2148733478,"VLDTR_E_MR_NAMEDIFF: MemberRef name different from parent MethodDef."
80131227,2148733479,"VLDTR_E_MR_SIGDIFF: MemberRef signature different from parent MethodDef."
80131228,2148733480,"VLDTR_E_MR_DUP: MemberRef has a dup."
80131229,2148733481,"VLDTR_E_CL_TDAUTO: ClassLayout parent TypeDef is marked AutoLayout."
8013122A,2148733482,"VLDTR_E_CL_BADPCKSZ: ClassLayout has bad PackingSize."
8013122B,2148733483,"VLDTR_E_CL_DUP: ClassLayout has dup."
8013122C,2148733484,"VLDTR_E_FL_BADOFFSET: FieldLayout2 has bad offset."
8013122D,2148733485,"VLDTR_E_FL_TDNIL: FieldLayout2 has field with nil parent."
8013122E,2148733486,"VLDTR_E_FL_NOCL: FieldLayout2 has no ClassLayout record."
8013122F,2148733487,"VLDTR_E_FL_TDNOTEXPLCT: FieldLayout2 parent TypeDef is not marked with ExplicitLayout."
80131230,2148733488,"VLDTR_E_FL_FLDSTATIC: FieldLayout2 has field marked Static."
80131231,2148733489,"VLDTR_E_FL_DUP: FieldLayout2 has a dup."
80131232,2148733490,"VLDTR_E_MODREF_NAMENULL: ModuleRef name is NULL."
80131233,2148733491,"VLDTR_E_MODREF_DUP: ModuleRef has a dup."
80131234,2148733492,"VLDTR_E_TR_BADSCOPE: TypeRef has a bad resolution scope."
80131235,2148733493,"VLDTR_E_TD_NESTEDNOENCL: TypeDef marked nested has no encloser."
80131236,2148733494,"VLDTR_E_TD_EXTTRRES: TypeDef extends a TypeRef which resolves to a TypeDef in the same module."
80131237,2148733495,"VLDTR_E_SIGNULL: Signature specified is zero-sized."
80131238,2148733496,"VLDTR_E_SIGNODATA: Signature does not have enough data at specified byte."
80131239,2148733497,"VLDTR_E_MD_BADCALLINGCONV: Method signature has invalid calling convention."
8013123A,2148733498,"VLDTR_E_MD_THISSTATIC: Method is marked static but has HASTHIS/EXPLICITTHIS set on the calling convention."
8013123B,2148733499,"VLDTR_E_MD_NOTTHISNOTSTATIC: Method is not marked static but is not HASTHIS/EXPLICITTHIS."
8013123C,2148733500,"VLDTR_E_MD_NOARGCNT: Method signature is missing the argument count."
8013123D,2148733501,"VLDTR_E_SIG_MISSELTYPE: Signature missing element type."
8013123E,2148733502,"VLDTR_E_SIG_MISSTKN: Signature missing token."
8013123F,2148733503,"VLDTR_E_SIG_TKNBAD: Signature has bad token."
80131240,2148733504,"VLDTR_E_SIG_MISSFPTR: Signature is missing function pointer."
80131241,2148733505,"VLDTR_E_SIG_MISSFPTRARGCNT: Signature has function pointer missing argument count."
80131242,2148733506,"VLDTR_E_SIG_MISSRANK: Signature is missing rank specification."
80131243,2148733507,"VLDTR_E_SIG_MISSNSIZE: Signature is missing count of sized dimensions."
80131244,2148733508,"VLDTR_E_SIG_MISSSIZE: Signature is missing size of dimension."
80131245,2148733509,"VLDTR_E_SIG_MISSNLBND: Signature is missing count of lower bounds."
80131246,2148733510,"VLDTR_E_SIG_MISSLBND: Signature is missing a lower bound."
80131247,2148733511,"VLDTR_E_SIG_BADELTYPE: Signature has bad element type."
80131248,2148733512,"VLDTR_E_SIG_MISSVASIZE: Signature has value array missing size."
80131249,2148733513,"VLDTR_E_FD_BADCALLINGCONV: Field signature has invalid calling convention."
8013124A,2148733514,"VLDTR_E_MD_NAMENULL: Method name is NULL."
8013124B,2148733515,"VLDTR_E_MD_PARNIL: Method has parent NIL."
8013124C,2148733516,"VLDTR_E_MD_DUP: Method has dup."
8013124D,2148733517,"VLDTR_E_FD_NAMENULL: Field name is NULL."
8013124E,2148733518,"VLDTR_E_FD_PARNIL: Field parent is Nil."
8013124F,2148733519,"VLDTR_E_FD_DUP: Field has dup."
80131250,2148733520,"VLDTR_E_AS_MULTI: Multiple Assembly records found."
80131251,2148733521,"VLDTR_E_AS_NAMENULL: Assembly name is NULL."
80131252,2148733522,"VLDTR_E_SIG_TOKTYPEMISMATCH: E_T_VALUETYPE<class token> or E_T_CLASS<vtype token>."
80131253,2148733523,"VLDTR_E_CL_TDINTF: Class layout on an Interface."
80131254,2148733524,"VLDTR_E_ASOS_OSPLTFRMIDINVAL: AssemblyOS platform ID invalid."
80131255,2148733525,"VLDTR_E_AR_NAMENULL: AssemblyRef name is NULL."
80131256,2148733526,"VLDTR_E_TD_ENCLNOTNESTED: TypeDef not nested has encloser."
80131257,2148733527,"VLDTR_E_AROS_OSPLTFRMIDINVAL: AssemblyRefOS has invalid platform ID."
80131258,2148733528,"VLDTR_E_FILE_NAMENULL: File name is NULL."
80131259,2148733529,"VLDTR_E_CT_NAMENULL: ComType name is NULL."
8013125A,2148733530,"VLDTR_E_TD_EXTENDSCHILD: TypeDef extends its own child."
8013125B,2148733531,"VLDTR_E_MAR_NAMENULL: ManifestResource name is NULL."
8013125C,2148733532,"VLDTR_E_FILE_DUP: File has dup."
8013125D,2148733533,"VLDTR_E_FILE_NAMEFULLQLFD: File name is fully qualified."
8013125E,2148733534,"VLDTR_E_CT_DUP: ComType has dup."
8013125F,2148733535,"VLDTR_E_MAR_DUP: ManifestResource has dup."
80131260,2148733536,"VLDTR_E_MAR_NOTPUBPRIV: ManifestResource is neither Public not Private."
80131261,2148733537,"VLDTR_E_TD_ENUMNOVALUE: Enum has no ""value__"" field."
80131262,2148733538,"VLDTR_E_TD_ENUMVALSTATIC: Enum's ""value__"" field is static."
80131263,2148733539,"VLDTR_E_TD_ENUMVALNOTSN: Enum's ""value__"" field is not SpecialName."
80131264,2148733540,"VLDTR_E_TD_ENUMFLDNOTST: Enum's field is not static."
80131265,2148733541,"VLDTR_E_TD_ENUMFLDNOTLIT: Enum's field is not literal."
80131266,2148733542,"VLDTR_E_TD_ENUMNOLITFLDS: Enum has no literal fields."
80131267,2148733543,"VLDTR_E_TD_ENUMFLDSIGMISMATCH: Enum's field sig does not match value__ sig."
80131268,2148733544,"VLDTR_E_TD_ENUMVALNOT1ST: Enum's ""value__"" field is not first."
80131269,2148733545,"VLDTR_E_FD_NOTVALUERTSN: Field is RTSpecialName but name is not ""value__""."
8013126A,2148733546,"VLDTR_E_FD_VALUEPARNOTENUM: Field ""value__"" in not Enum class."
8013126B,2148733547,"VLDTR_E_FD_INSTINIFACE: Instance field in interface."
8013126C,2148733548,"VLDTR_E_FD_NOTPUBINIFACE: Non-public field in interface."
8013126D,2148733549,"VLDTR_E_FMD_GLOBALNOTPUBPRIVSC: Global field/method neither Public nor PrivateScope."
8013126E,2148733550,"VLDTR_E_FMD_GLOBALNOTSTATIC: Global field/method not static."
8013126F,2148733551,"VLDTR_E_FD_GLOBALNORVA: Global field has no RVA."
80131270,2148733552,"VLDTR_E_MD_CTORZERORVA: .ctor,.cctor has zero RVA."
80131271,2148733553,"VLDTR_E_FD_MARKEDNOMARSHAL: Field is marked marshaled but has no marshaling rec."
80131272,2148733554,"VLDTR_E_FD_MARSHALNOTMARKED: Field has marshaling rec but is not marked marshaled."
80131273,2148733555,"VLDTR_E_FD_MARKEDNODEFLT: Field is marked HasDefault but has no const value."
80131274,2148733556,"VLDTR_E_FD_DEFLTNOTMARKED: Field has const value rec but is not marked HasDefault."
80131275,2148733557,"VLDTR_E_FMD_MARKEDNOSECUR: Field/method is marked HasSecurity but has no security rec."
80131276,2148733558,"VLDTR_E_FMD_SECURNOTMARKED: Field/method has security rec but is not marked HasSecurity."
80131277,2148733559,"VLDTR_E_FMD_PINVOKENOTSTATIC: Field/method is PInvoke but is not marked Static."
80131278,2148733560,"VLDTR_E_FMD_MARKEDNOPINVOKE: Field/method is marked PInvoke but has no ImplMap."
80131279,2148733561,"VLDTR_E_FMD_PINVOKENOTMARKED: Field/method has ImplMap but is not marked PInvoke."
8013127A,2148733562,"VLDTR_E_FMD_BADIMPLMAP: Field/method has invalid ImplMap"
8013127B,2148733563,"VLDTR_E_IMAP_BADMODREF: ImplMap has invalid ModuleRef"
8013127C,2148733564,"VLDTR_E_IMAP_BADMEMBER: ImplMap has invalid MemberForwarded"
8013127D,2148733565,"VLDTR_E_IMAP_BADIMPORTNAME: ImplMap has invalid ImportName"
8013127E,2148733566,"VLDTR_E_IMAP_BADCALLCONV: ImplMap has invalid call conv"
8013127F,2148733567,"VLDTR_E_FMD_BADACCESSFLAG: Field/method has invalid access flag"
80131280,2148733568,"VLDTR_E_FD_INITONLYANDLITERAL: Field is InitOnly and Literal"
80131281,2148733569,"VLDTR_E_FD_LITERALNOTSTATIC: Field is Literal but not Static"
80131282,2148733570,"VLDTR_E_FMD_RTSNNOTSN: Field/method is RTSpec.Name but not Spec.Name"
80131283,2148733571,"VLDTR_E_MD_ABSTPARNOTABST: Method is abstract, parent is not"
80131284,2148733572,"VLDTR_E_MD_NOTSTATABSTININTF: Method not static or abstract in interface"
80131285,2148733573,"VLDTR_E_MD_NOTPUBININTF: Method not public in interface"
80131286,2148733574,"VLDTR_E_MD_CTORININTF: ctor in interface"
80131287,2148733575,"VLDTR_E_MD_GLOBALCTORCCTOR: global ctor or cctor"
80131288,2148733576,"VLDTR_E_MD_CTORSTATIC: static ctor"
80131289,2148733577,"VLDTR_E_MD_CTORNOTSNRTSN: ctor,cctor not marked SpecialName,RTSpecialName"
8013128A,2148733578,"VLDTR_E_MD_CTORVIRT: virtual ctor,cctor"
8013128B,2148733579,"VLDTR_E_MD_CTORABST: abstract ctor,cctor"
8013128C,2148733580,"VLDTR_E_MD_CCTORNOTSTATIC: instance cctor"
8013128D,2148733581,"VLDTR_E_MD_ZERORVA: RVA=0, method not abstract or pinvoke or runtime, or reverse"
8013128E,2148733582,"VLDTR_E_MD_FINNOTVIRT: Method is final and not virtual"
8013128F,2148733583,"VLDTR_E_MD_STATANDFINORVIRT: Method is static and final or virtual"
80131290,2148733584,"VLDTR_E_MD_ABSTANDFINAL: Method is abstract and final"
80131291,2148733585,"VLDTR_E_MD_ABSTANDIMPL: Method is abstract and implemented"
80131292,2148733586,"VLDTR_E_MD_ABSTANDPINVOKE: Method is abstract and pinvoke"
80131293,2148733587,"VLDTR_E_MD_ABSTNOTVIRT: Method is abstract and not virtual"
80131294,2148733588,"VLDTR_E_MD_NOTABSTNOTIMPL: Method is not abstract and not implemented"
80131295,2148733589,"VLDTR_E_MD_NOTABSTBADFLAGSRVA: Method is not abstract and not (RVA!=0 or pinvoke or runtime)"
80131296,2148733590,"VLDTR_E_MD_PRIVSCOPENORVA: Method is PrivateScope and has RVA==0"
80131297,2148733591,"VLDTR_E_MD_GLOBALABSTORVIRT: Global method is abstract or virtual"
80131298,2148733592,"VLDTR_E_SIG_LONGFORM: Signature uses long form"
80131299,2148733593,"VLDTR_E_MD_MULTIPLESEMANTICS: Method has multiple semantics (warning)"
8013129A,2148733594,"VLDTR_E_MD_INVALIDSEMANTICS: Method has invalid semantics (not event or prop)"
